,temperature,m_avg_surf_temp
195,23.69333333333333,25.55
196,24.929032258064517,27.660000000000004
197,24.741935483870968,27.7625
198,20.336666666666662,25.25
199,16.603225806451615,17.725
200,21.51333333333333,23.875
201,25.716129032258067,29.2125
202,24.05483870967742,27.0125
203,21.23,24.86
204,15.290322580645162,21.96666666666667
205,21.18064516129032,23.933333333333334
206,24.273333333333333,26.08
207,25.48064516129032,29.0125
208,25.538709677419355,28.380000000000003
209,24.73,26.925
210,16.980645161290322,22.45
211,20.19677419354839,23.83333333333333
212,24.446666666666665,26.48
213,27.60322580645161,29.1
214,26.14516129032258,28.48
215,22.77,25.0625
216,15.65483870967742,20.1125
217,20.59032258064516,21.116666666666667
218,23.7,26.64
219,25.39354838709677,27.94
220,25.793548387096774,27.83
221,21.16,25.58
222,16.983870967741936,20.3
223,20.348387096774196,23.58333333333333
224,22.973333333333336,25.6125
225,25.825806451612905,28.06
226,25.25483870967742,29.1
227,20.74,26.31
228,14.783870967741937,19.59
229,18.038709677419355,20.2375
230,24.57,26.87
231,26.364516129032257,29.55
232,25.932258064516127,30.1375
233,23.48,27.141666666666666
234,15.52258064516129,20.775
235,18.967741935483872,21.22
236,21.49,23.725
237,24.93870967741936,28.51
238,25.251612903225805,28.77
239,20.33333333333333,25.860000000000003
240,15.45483870967742,20.2
241,21.325806451612905,22.6625
242,23.456666666666667,26.191666666666663
243,24.806451612903224,28.02
244,23.05806451612903,26.7
245,21.93,25.47
246,17.32903225806452,20.55
247,18.561290322580643,20.6875
248,25.05,26.44
249,26.325806451612905,29.3875
250,27.1,29.6
251,23.48,26.6
252,16.503225806451614,22.1625
253,18.27741935483871,20.5125
254,24.076666666666664,26.125
255,26.364516129032257,28.57
256,26.32258064516129,29.160000000000004
257,19.946666666666665,24.9625
258,13.919354838709678,19.4
259,21.503225806451614,23.3375
260,25.28,26.8625
261,25.887096774193548,28.26
262,30.116129032258065,29.9
263,24.136666666666667,26.95
264,18.706451612903223,22.01
265,18.570967741935487,18.9625
266,25.386666666666667,26.29
267,26.41935483870968,27.0
268,25.6,27.4375
269,23.57,25.16
270,15.638709677419357,20.8
271,18.896774193548385,20.375
272,24.95,26.633333333333336
273,23.925806451612903,27.2625
274,24.516129032258064,27.21
275,21.446666666666665,25.21
276,13.829032258064515,18.25
277,27.55666666666667,29.416666666666668
278,27.33870967741936,29.7125
279,27.364516129032257,30.07
280,22.926666666666662,26.26
281,16.574193548387097,20.8
282,26.97741935483871,30.1
283,24.05806451612903,27.8
284,25.58709677419355,28.44
285,24.826666666666664,27.4
286,24.796774193548387,28.075
287,22.836666666666662,24.85
288,15.806451612903226,19.45
289,18.216129032258067,21.166666666666668
290,25.386666666666667,28.325
291,26.548387096774192,29.525
292,26.206451612903223,28.875
293,23.86,27.025
294,19.15806451612903,23.45
295,19.30967741935484,23.266666666666666
296,23.19,26.55
297,25.94193548387097,29.925
298,23.87741935483871,28.3
299,20.74,26.113333333333333
300,16.33225806451613,22.4
301,22.31612903225807,26.25
302,25.22,28.1
303,26.10967741935484,28.9
304,25.12258064516129,29.0
305,23.55,27.4
306,16.093548387096774,21.883333333333336
307,14.24516129032258,15.09
308,20.543333333333333,23.25
309,22.925806451612903,26.125
310,21.806451612903224,23.97
311,18.236666666666668,21.05
312,12.193548387096774,15.533333333333331
313,14.612903225806452,16.15
314,20.76,21.5
315,22.135483870967743,23.6
316,21.770967741935483,24.166666666666668
317,18.82,22.1
318,12.54516129032258,15.55
319,20.33225806451613,17.6375
320,23.65,25.1125
321,25.05161290322581,27.1
322,23.20967741935484,23.15
323,19.076666666666664,22.516666666666666
324,13.783870967741937,14.675
325,14.816129032258065,13.5
326,19.016666666666666,21.016666666666666
327,22.516129032258064,23.85
328,20.138709677419357,24.2625
329,18.15666666666667,20.85
330,11.1,15.2
331,16.40967741935484,16.775
332,20.82333333333333,22.5375
333,24.212903225806453,26.375
334,24.05806451612903,25.5125
335,17.73,21.52
336,11.4,16.2
337,14.396774193548389,15.325
338,23.026666666666664,23.4375
339,23.638709677419357,24.98333333333333
340,21.76129032258065,23.8
341,18.363333333333333,21.2125
342,13.180645161290323,16.15
343,15.661290322580646,15.3625
344,21.49,21.84
345,23.506451612903227,25.3
346,24.664516129032258,27.51
347,17.636666666666667,24.175
348,15.7,15.016666666666666
349,21.38,21.96666666666667
350,22.029032258064515,25.02
351,22.51290322580645,24.6
352,18.543333333333333,22.0375
353,13.003225806451612,14.025
354,20.25333333333333,19.7
355,22.780645161290323,25.7125
356,20.825806451612905,24.2125
357,17.956666666666667,21.94
358,12.480645161290322,18.6
359,18.55161290322581,22.125
360,21.006666666666668,22.880000000000003
361,22.72903225806452,25.825
362,23.287096774193547,25.85
363,21.613333333333333,23.55
364,13.106451612903228,18.8
365,17.22258064516129,19.325
366,22.276666666666664,23.31
367,25.374193548387098,27.46
368,22.135483870967743,25.16
369,19.62333333333333,21.575
370,12.341935483870968,16.150000000000002
371,18.070967741935483,18.48
372,21.21333333333333,23.39
373,21.40322580645161,24.683333333333334
374,21.33225806451613,23.9125
375,17.39333333333333,22.97
376,13.348387096774196,16.283333333333335
377,16.870967741935484,19.75
378,20.35,23.2125
379,22.40322580645161,25.62
380,22.86774193548387,26.175
381,17.296666666666667,21.59
382,12.44516129032258,14.325
383,14.619354838709675,16.880000000000003
384,22.15,23.9
385,24.81290322580645,26.6625
386,24.067741935483877,26.17
387,21.49,23.95
388,11.529032258064516,19.425
389,15.716129032258063,17.25
390,19.12333333333333,19.75
391,22.151612903225807,25.03
392,22.55483870967742,25.98
393,17.526666666666664,22.17
394,11.529032258064516,16.625
395,18.661290322580644,18.2
396,20.41,22.82
397,21.96451612903226,24.8625
398,20.596774193548388,23.56
399,19.136666666666667,22.3125
400,12.85483870967742,16.783333333333335
401,14.341935483870968,17.066666666666666
402,22.936666666666667,23.49
403,24.59032258064516,26.93
404,24.248387096774195,25.5375
405,20.613333333333333,23.4125
406,15.161290322580646,16.583333333333332
407,19.94,23.33
408,23.874193548387098,26.46666666666667
409,24.05161290322581,26.3875
410,17.296666666666667,21.95
411,10.816129032258065,18.5
412,18.664516129032258,21.15
413,22.136666666666667,24.1875
414,22.138709677419357,25.433333333333334
415,25.34193548387097,27.0375
416,21.453333333333333,23.26
417,16.561290322580643,19.5
418,14.619354838709675,16.575
419,21.78666666666667,22.94
420,23.10322580645161,25.066666666666663
421,23.15806451612903,25.375
422,21.006666666666668,23.416666666666668
423,12.651612903225804,17.866666666666667
424,16.59032258064516,19.5
425,21.23333333333333,24.1375
426,21.074193548387097,24.683333333333334
427,22.274193548387096,24.75
428,19.39,21.95
429,10.63225806451613,15.5
430,18.06451612903226,18.1125
431,22.94,23.84
432,24.95483870967742,27.3
433,24.870967741935484,27.06
434,20.43,21.7875
435,13.887096774193548,16.587500000000002
436,23.043333333333333,25.35
437,21.9741935483871,23.9
438,18.25333333333333,24.4
439,22.177419354838708,24.95
440,20.473333333333336,21.633333333333336
441,15.587096774193547,17.900000000000002
442,22.30666666666667,26.275
443,24.596774193548388,27.7
444,24.516129032258064,27.175
445,21.346666666666668,25.475
446,15.148387096774194,19.65
447,15.774193548387096,18.166666666666668
448,20.953333333333333,22.72
449,22.725806451612904,25.4
450,21.00967741935484,25.8
451,18.89,23.075
452,14.116129032258064,19.65
453,20.141935483870967,17.45
454,22.05666666666667,27.38375
455,22.925806451612903,26.99833333333333
456,22.816129032258065,26.025
457,20.64333333333333,24.7575
458,12.63225806451613,19.95
459,17.74516129032258,19.53
460,22.83333333333333,24.8875
461,25.061290322580643,26.9
462,24.738709677419354,27.325
463,20.74333333333333,25.0125
464,14.85483870967742,17.77
465,17.596774193548388,17.6125
466,23.756666666666668,24.2125
467,25.60967741935484,27.410000000000004
468,24.967741935483872,27.3875
469,22.35333333333333,25.125
470,14.919354838709678,18.97
471,21.506451612903227,22.1
472,23.95,26.7625
473,26.18064516129032,29.44
474,25.238709677419354,27.985714285714288
475,21.74,25.64
476,16.16774193548387,17.275
477,17.703225806451613,19.466666666666665
478,21.696666666666665,24.2375
479,25.216129032258067,26.525
480,22.53548387096774,26.05
481,20.423333333333336,23.96666666666667
482,14.606451612903228,18.85
483,18.76129032258065,19.866666666666667
484,23.57,25.175
485,27.84193548387097,29.0625
486,25.55483870967742,28.57
487,20.016666666666666,24.325
488,13.961290322580645,18.0
489,17.693548387096776,19.4
490,25.28666666666667,25.4125
491,25.061290322580643,27.266666666666666
492,24.741935483870968,24.9625
493,20.55,22.3625
494,15.629032258064516,17.580000000000002
495,19.048387096774192,17.05
496,23.12333333333333,23.95
497,26.006451612903227,26.18
498,27.22903225806452,27.3375
499,20.58,22.475
500,15.329032258064515,17.6
501,20.4741935483871,18.1625
502,23.41,22.9
503,24.48064516129032,24.79
504,24.41290322580645,24.98
505,20.096666666666668,21.85
506,15.251612903225809,18.1
507,16.31290322580645,14.35
508,21.45,19.85
509,25.58709677419355,25.275
510,23.796774193548387,22.575
511,21.023333333333333,20.5375
512,15.141935483870968,15.4375
513,21.0258064516129,17.625
514,23.97,21.875
515,25.30967741935484,23.6125
516,25.796774193548387,22.64
517,24.82333333333333,20.6
518,16.69677419354839,16.3625
519,20.04516129032258,22.557142857142857
520,24.446666666666665,26.392307692307693
521,27.94193548387097,29.363636363636363
522,25.983870967741936,28.21538461538461
523,22.71333333333333,24.825
524,15.36774193548387,19.9
525,20.467741935483872,21.17
526,23.78333333333333,25.9625
527,25.374193548387098,27.816666666666663
528,25.741935483870968,27.5875
529,20.816666666666663,25.860000000000003
530,16.9,20.03
531,20.280645161290323,22.133333333333333
532,22.94,25.53333333333333
533,25.751612903225805,28.01
534,25.26451612903226,28.7
535,20.60666666666667,26.8
536,14.638709677419357,19.73
537,17.81935483870968,19.32
538,24.58,26.4125
539,26.55806451612903,29.45
540,25.951612903225808,28.775
541,23.28666666666667,26.610000000000003
542,14.974193548387095,20.1625
543,18.758064516129032,21.1875
544,21.39333333333333,23.75
545,25.106451612903225,27.98888888888889
546,25.287096774193547,28.76363636363636
547,20.066666666666663,25.31
548,15.203225806451613,19.2875
549,21.17419354838709,21.53
550,23.256666666666668,25.7625
551,24.548387096774192,27.68
552,22.948387096774194,26.4
553,21.896666666666665,25.2625
554,17.17096774193548,20.4375
555,18.258064516129032,20.075
556,24.98333333333333,26.266666666666666
557,26.20967741935484,28.875
558,26.9741935483871,29.475
559,23.113333333333333,26.96666666666667
560,16.261290322580646,21.925
561,18.048387096774192,20.42
562,23.486666666666668,26.6
563,26.006451612903227,28.78
564,26.22903225806452,28.5625
565,19.69333333333333,24.15
566,13.47741935483871,20.35
567,21.654838709677417,21.96666666666667
568,25.32,25.610000000000003
569,25.606451612903225,27.49
570,29.88387096774193,28.6625
571,23.666666666666668,26.1625
572,18.30322580645161,22.525
573,18.31290322580645,18.975
574,25.37,26.39
575,26.538709677419355,27.1
576,25.470967741935485,27.8375
577,23.59,25.12
578,15.551612903225807,20.1375
579,18.8,20.875
580,24.416666666666668,26.916666666666668
581,23.67419354838709,27.01
582,24.406451612903226,26.75
583,21.35,25.1
584,13.496774193548386,19.575
585,20.76774193548387,21.2
586,27.176666666666662,27.92
587,27.151612903225807,29.2
588,27.796774193548387,29.48
589,23.09333333333333,24.880000000000003
590,16.61935483870968,20.22
591,25.09333333333333,26.4
592,20.78666666666667,27.1
593,24.161290322580644,27.25
594,25.55806451612903,27.2
595,24.65,28.05
596,24.9,27.125
597,23.006666666666668,24.96666666666667
598,15.729032258064516,21.1
599,17.91290322580645,20.5
600,25.236666666666668,24.8
601,26.45483870967742,29.1
602,25.932258064516127,29.85
603,23.59333333333333,27.375
604,18.983870967741936,22.975
605,18.825806451612905,20.633333333333333
606,23.23333333333333,25.7
607,26.206451612903223,29.275
608,24.0,27.68166666666667
609,20.66333333333333,24.825
610,15.961290322580645,22.7
611,22.40967741935484,22.23333333333333
612,25.096666666666668,27.925
613,25.91935483870968,29.35
614,24.96451612903226,28.656666666666663
615,23.166666666666668,28.25
616,15.51290322580645,21.55
617,15.24516129032258,16.61
618,21.633333333333333,23.775
619,24.106451612903225,26.5125
620,23.148387096774197,25.44
621,19.326666666666664,21.375
622,13.27741935483871,14.025
623,15.75483870967742,18.5
624,21.746666666666663,23.7375
625,23.33870967741936,26.1125
626,23.01935483870968,25.675
627,20.08333333333333,22.225
628,13.425806451612903,16.009999999999998
629,21.083870967741937,20.23333333333333
630,24.39,25.6
631,25.948387096774194,26.98
632,24.01290322580645,24.8875
633,20.040000000000003,23.9
634,14.432258064516128,15.22
635,15.86451612903226,19.133333333333333
636,19.98333333333333,18.1
637,23.516129032258064,25.67
638,21.23548387096774,24.85
639,18.99,22.83333333333333
640,12.251612903225809,15.45
641,17.36774193548387,20.1125
642,21.69,23.7875
643,25.42258064516129,28.45
644,24.45483870967742,25.925
645,18.50333333333333,20.075000000000003
646,12.161290322580646,14.45
647,15.551612903225807,14.625
648,23.96333333333333,25.020000000000003
649,24.4741935483871,26.46666666666667
650,22.861290322580647,23.933333333333334
651,19.17,20.7
652,16.896774193548385,17.625
653,22.17,25.566666666666663
654,24.62258064516129,25.966666666666665
655,25.741935483870968,27.57
656,18.953333333333333,23.03333333333333
657,24.141935483870967,26.0
658,22.00967741935484,24.6375
659,19.040000000000003,22.35
660,13.44516129032258,18.65
661,19.461290322580645,24.55
662,21.94,22.55
663,23.80322580645161,24.9
664,24.467741935483872,26.625
665,22.76,25.075
666,14.170967741935485,16.8
667,18.26774193548387,23.0
668,22.866666666666667,25.35
669,26.23548387096774,28.65
670,23.26774193548387,25.875
671,20.41333333333333,22.675
672,13.251612903225809,16.46
673,19.141935483870967,20.675
674,22.34333333333333,27.2
675,22.687096774193545,27.35
676,22.870967741935484,26.575000000000003
677,18.433333333333334,23.075
678,14.303225806451612,17.55
679,18.238709677419354,23.45
680,21.50333333333333,22.825
681,23.887096774193548,26.425
682,24.11935483870968,27.85
683,18.4,22.275
684,13.33548387096774,12.35
685,15.93225806451613,20.0
686,23.346666666666668,25.75
687,26.038709677419355,28.575
688,25.43870967741936,27.8
689,22.40333333333333,22.475
690,12.570967741935483,17.55
691,16.774193548387096,19.925
692,20.10666666666667,21.8
693,23.51935483870968,26.1625
694,23.81290322580645,26.725
695,18.726666666666667,21.825
696,12.903225806451612,17.375
697,19.61290322580645,20.275
698,21.74,26.275
699,23.01935483870968,24.9
700,21.758064516129032,24.95
701,20.48,23.05
702,15.758064516129032,18.725
703,23.546666666666667,24.4
704,25.16774193548387,27.375
705,25.1,27.7375
706,21.74333333333333,23.975
707,13.94516129032258,11.3
708,16.19677419354839,20.575
709,21.066666666666663,24.775
710,24.93548387096774,28.83333333333333
711,24.89354838709677,26.9
712,18.216666666666665,22.9
713,11.829032258064515,13.966666666666669
714,19.625806451612902,22.95
715,23.18,24.875
716,23.532258064516128,26.7
717,26.83225806451613,27.8
718,22.60666666666667,23.05
719,17.177419354838708,18.4
720,15.63225806451613,17.283333333333335
721,22.87333333333333,25.55
722,23.9,26.33333333333333
723,24.0258064516129,25.4
724,21.56,23.25
725,13.50967741935484,11.3
726,17.706451612903226,20.0
727,22.453333333333333,25.53333333333333
728,21.62258064516129,26.275
729,22.84193548387097,27.1
730,20.066666666666663,22.28333333333333
731,11.503225806451614,16.35
732,18.97741935483871,19.525
733,24.296666666666667,27.875
734,25.9,30.125
735,25.92258064516129,29.475
736,21.53,25.45
737,14.819354838709677,16.6
738,27.85483870967742,31.5
739,23.24516129032258,27.9
740,21.90967741935484,25.65
741,23.432258064516127,26.45
742,19.426666666666662,21.2
743,23.50967741935484,27.450000000000003
744,22.3,25.5
745,21.07333333333333,22.45
746,13.974193548387095,19.85
747,16.5258064516129,21.25
748,23.576666666666664,26.8
749,24.990322580645163,28.425
750,25.4,29.0
751,22.28,25.683333333333334
752,16.441935483870967,19.5
753,17.13225806451613,20.066666666666663
754,22.0,25.365
755,24.070967741935487,26.425
756,22.241935483870968,26.05
757,19.703333333333333,20.85
758,14.76774193548387,17.75
759,21.48064516129032,23.025
760,23.49333333333333,30.4
761,24.348387096774196,26.45
762,23.89032258064516,24.7
763,21.56,29.26
764,13.89032258064516,23.15
