,reservoir,yearmonth,m_avg_surf_temp,m_avg_deep_temp,m_avg_dissolved_oxygen,density_cells/ml,temperature,precipitation_sum,daylight_duration,type,stratification,latitude,longitude,alg_bloom,alg_bloom_num,temp_diff,type_enc,strat_enc,do_cat
142,BHR,201705,22.816666666666663,16.40434782608696,7.104782608695652,0.0,18.396774193548385,4.403225806451613,51103.99677419355,Forest,Strong,37.3386,-83.4707,no bloom,0,6.412318840579708,1,0,1
143,BHR,201706,26.07333333333333,20.5255,2.956,11851.75507686025,21.74,2.96,52899.58866666666,Forest,Strong,37.3386,-83.4707,bloom,1,5.547833333333333,1,0,1
144,BHR,201707,28.8,23.714285714285715,0.5678571428571428,0.0,24.53548387096774,3.064516129032258,51953.9264516129,Forest,Strong,37.3386,-83.4707,no bloom,0,5.085714285714282,1,0,0
145,BHR,201708,27.425,23.78666666666667,2.2486666666666664,0.0,22.32258064516129,3.774193548387097,48760.033548387095,Forest,Strong,37.3386,-83.4707,no bloom,0,3.638333333333332,1,0,1
146,BHR,201709,24.6,22.86428571428572,1.92,0.0,19.773333333333333,2.28,44634.79433333334,Forest,Strong,37.3386,-83.4707,no bloom,0,1.735714285714284,1,0,1
147,BHR,201710,21.95,21.435714285714287,1.6035714285714284,0.0,15.829032258064515,4.377419354838709,40342.396451612905,Forest,Strong,37.3386,-83.4707,no bloom,0,0.5142857142857125,1,0,0
148,BHR,201805,22.866666666666664,16.442857142857143,6.041428571428572,0.0,21.548387096774192,3.141935483870968,51079.66967741936,Forest,Strong,37.3386,-83.4707,no bloom,0,6.4238095238095205,1,0,1
149,BHR,201806,27.4,23.80666666666667,2.3,0.0,24.41,3.353333333333333,52896.301,Forest,Strong,37.3386,-83.4707,no bloom,0,3.59333333333333,1,0,1
150,BHR,201807,27.825,23.1,0.7992857142857144,0.0,25.432258064516127,3.412903225806452,51972.42838709678,Forest,Strong,37.3386,-83.4707,no bloom,0,4.725000000000001,1,0,0
151,BHR,201808,27.875,24.964285714285715,0.3,0.0,24.44516129032258,3.5612903225806454,48789.47548387097,Forest,Strong,37.3386,-83.4707,no bloom,0,2.9107142857142847,1,0,0
152,BHR,201809,27.8975,24.46,0.4038461538461538,100719.90860729553,23.41,5.226666666666668,44670.168,Forest,Strong,37.3386,-83.4707,bloom,1,3.4375,1,0,0
153,BHR,201810,20.2,19.49,5.008,0.0,15.548387096774194,2.4516129032258065,40375.19838709677,Forest,Strong,37.3386,-83.4707,no bloom,0,0.7099999999999973,1,0,1
154,BRR,198905,19.24,11.146031746031747,5.084126984126985,0.0,17.861290322580647,2.1516129032258067,50947.176129032254,Ag,Strong,36.892,-86.1225,no bloom,0,8.093968253968255,0,0,1
155,BRR,198906,26.0625,16.0,1.2282608695652173,0.0,22.773333333333333,6.510000000000001,52728.346666666665,Ag,Strong,36.892,-86.1225,no bloom,0,10.0625,0,0,0
156,BRR,198907,27.83,19.605172413793102,0.960344827586207,0.0,24.97741935483871,4.625806451612903,51818.61129032258,Ag,Strong,36.892,-86.1225,no bloom,0,8.2248275862069,0,0,0
157,BRR,198908,27.5375,21.92439024390244,0.8512195121951219,0.0,24.580645161290324,3.7064516129032254,48696.15290322581,Ag,Strong,36.892,-86.1225,no bloom,0,5.613109756097565,0,0,0
158,BRR,198909,25.475,22.952272727272728,1.5,0.0,20.686666666666667,6.19,44644.738,Ag,Strong,36.892,-86.1225,no bloom,0,2.5227272727272734,0,0,0
159,BRR,198910,19.01,17.854901960784314,5.258823529411765,0.0,15.006451612903223,2.935483870967742,40427.760645161296,Ag,Strong,36.892,-86.1225,no bloom,0,1.1550980392156838,0,0,1
160,BRR,199005,17.575,13.46,6.384444444444445,0.0,17.95483870967742,5.719354838709677,50925.22387096774,Ag,Strong,36.892,-86.1225,no bloom,0,4.114999999999998,0,0,1
161,BRR,199006,24.8625,16.599999999999998,3.4181818181818184,0.0,23.946666666666665,2.53,52723.47133333333,Ag,Strong,36.892,-86.1225,no bloom,0,8.262500000000003,0,0,1
162,BRR,199007,27.99,17.56851851851852,1.5018518518518518,0.0,25.596774193548388,2.8838709677419354,51835.45935483871,Ag,Strong,36.892,-86.1225,no bloom,0,10.42148148148148,0,0,0
163,BRR,199008,27.85,17.736363636363635,0.8409090909090909,0.0,25.141935483870967,2.3096774193548386,48724.56516129032,Ag,Strong,36.892,-86.1225,no bloom,0,10.113636363636369,0,0,0
164,BRR,199009,26.025,18.134883720930237,1.330232558139535,0.0,22.66,2.536666666666666,44678.00633333333,Ag,Strong,36.892,-86.1225,no bloom,0,7.890116279069765,0,0,0
165,BRR,199010,19.97,18.48775510204081,3.995918367346939,0.0,15.216129032258063,2.4741935483870967,40459.09741935484,Ag,Strong,36.892,-86.1225,no bloom,0,1.482244897959184,0,0,1
166,BRR,199105,22.9,14.628571428571428,4.352380952380953,0.0,21.55161290322581,5.693548387096774,50901.16387096774,Ag,Strong,36.892,-86.1225,no bloom,0,8.27142857142857,0,0,1
167,BRR,199106,26.975,16.625,3.186363636363636,0.0,23.986666666666668,2.966666666666667,52718.938,Ag,Strong,36.892,-86.1225,no bloom,0,10.35,0,0,1
168,BRR,199107,28.7,18.14186046511628,1.7813953488372092,0.0,26.39032258064516,2.0935483870967744,51853.47451612904,Ag,Strong,36.892,-86.1225,no bloom,0,10.558139534883718,0,0,0
169,BRR,199108,28.0375,19.06136363636364,1.643181818181818,0.0,25.07741935483871,3.1451612903225805,48752.88580645161,Ag,Strong,36.892,-86.1225,no bloom,0,8.976136363636364,0,0,0
170,BRR,199109,26.01,19.990384615384617,1.7813953488372092,0.0,21.84333333333333,1.7966666666666666,44713.2,Ag,Strong,36.892,-86.1225,no bloom,0,6.019615384615385,0,0,0
171,BRR,199110,18.0875,18.325641025641023,1.7813953488372092,0.0,16.348387096774193,1.7580645161290325,40490.46064516129,Ag,Strong,36.892,-86.1225,no bloom,0,-0.2381410256410276,0,0,0
172,BRR,199205,19.75,12.874074074074075,5.537037037037037,0.0,18.003225806451614,4.067741935483871,50971.81064516128,Ag,Strong,36.892,-86.1225,no bloom,0,6.875925925925925,0,0,1
173,BRR,199206,24.0875,16.586363636363636,1.7,0.0,21.89333333333333,3.563333333333333,52731.457,Ag,Strong,36.892,-86.1225,no bloom,0,7.501136363636363,0,0,0
174,BRR,199207,27.6375,20.981818181818184,0.4606060606060606,957.4480795826928,25.30967741935484,5.074193548387097,51798.90612903226,Ag,Strong,36.892,-86.1225,bloom,1,6.655681818181815,0,0,0
175,BRR,199208,26.18,21.178181818181816,0.9763636363636364,908.2296131431508,22.60322580645161,3.196774193548387,48660.58580645161,Ag,Strong,36.892,-86.1225,bloom,1,5.001818181818184,0,0,0
176,BRR,199209,22.95,22.33636363636364,2.2545454545454544,761.2663897842127,20.666666666666668,4.45,44607.752,Ag,Strong,36.892,-86.1225,bloom,1,0.6136363636363633,0,0,1
177,BRR,199210,20.55,20.477272727272727,3.127272727272727,0.0,14.809677419354838,1.238709677419355,40389.92548387097,Ag,Strong,36.892,-86.1225,no bloom,0,0.072727272727274,0,0,1
178,BRR,199305,21.5375,13.488095238095235,5.916666666666667,0.0,18.98064516129032,3.583870967741935,50949.49580645161,Ag,Strong,36.892,-86.1225,no bloom,0,8.049404761904764,0,0,1
179,BRR,199306,26.83333333333333,15.80909090909091,2.4454545454545453,287.67857142857144,23.85,3.063333333333333,52727.062333333335,Ag,Strong,36.892,-86.1225,bloom,1,11.024242424242422,0,0,1
180,BRR,199307,29.8,17.493023255813956,1.5976744186046512,431.9800714285714,28.0258064516129,0.9838709677419356,51814.85774193549,Ag,Strong,36.892,-86.1225,bloom,1,12.306976744186043,0,0,0
181,BRR,199308,28.660000000000004,18.976,1.034,658.125,25.887096774193548,3.56774193548387,48690.96290322581,Ag,Strong,36.892,-86.1225,bloom,1,9.684000000000005,0,0,0
182,BRR,199309,25.3125,19.7025,1.7150000000000003,0.0,20.476666666666667,4.046666666666667,44639.79566666667,Ag,Strong,36.892,-86.1225,no bloom,0,5.609999999999999,0,0,0
183,BRR,199310,19.375,19.266666666666666,3.788888888888889,0.0,14.290322580645162,3.3806451612903223,40423.289032258064,Ag,Strong,36.892,-86.1225,no bloom,0,0.1083333333333342,0,0,1
184,BRR,199405,20.125,13.628070175438596,3.840350877192983,0.0,17.835483870967742,2.541935483870968,50926.90322580645,Ag,Strong,36.892,-86.1225,no bloom,0,6.496929824561404,0,0,1
185,BRR,199406,26.9875,16.361702127659573,0.7851063829787234,0.0,25.246666666666663,3.1333333333333333,52722.05333333334,Ag,Strong,36.892,-86.1225,no bloom,0,10.625797872340424,0,0,0
186,BRR,199407,27.9,20.09090909090909,0.5545454545454546,0.0,24.84193548387097,5.84516129032258,51832.29451612903,Ag,Strong,36.892,-86.1225,no bloom,0,7.809090909090912,0,0,0
187,BRR,199408,27.325,21.95555555555556,0.51,0.0,24.68064516129032,2.6516129032258067,48720.02483870968,Ag,Strong,36.892,-86.1225,no bloom,0,5.369444444444444,0,0,0
188,BRR,199505,20.2875,14.85,2.5977272727272727,0.0,19.32258064516129,5.590322580645162,50903.16032258065,Ag,Strong,36.892,-86.1225,no bloom,0,5.437500000000002,0,0,1
189,BRR,199506,26.125,18.269565217391303,0.7565217391304347,170.6670709518,23.33,3.333333333333333,52717.899,Ag,Strong,36.892,-86.1225,bloom,1,7.855434782608697,0,0,0
190,BRR,199507,28.56,20.55,0.7189189189189189,230.0925925923333,26.461290322580645,2.7838709677419358,51849.79677419355,Ag,Strong,36.892,-86.1225,bloom,1,8.010000000000002,0,0,0
191,BRR,199508,29.55,21.25675675675676,0.9540540540540542,207.9127725855,27.370967741935484,2.238709677419355,48748.51354838709,Ag,Strong,36.892,-86.1225,bloom,1,8.293243243243243,0,0,0
192,BRR,199509,25.1625,20.73,2.185,779.53447518675,20.866666666666667,3.273333333333333,44709.44,Ag,Strong,36.892,-86.1225,bloom,1,4.432500000000001,0,0,1
193,BRR,199510,20.925,19.41578947368421,2.9157894736842103,0.0,15.50967741935484,4.941935483870967,40487.820645161286,Ag,Strong,36.892,-86.1225,no bloom,0,1.5092105263157904,0,0,1
194,BRR,199605,21.525,15.835294117647058,7.785294117647059,0.0,20.80967741935484,4.003225806451613,50973.96387096774,Ag,Strong,36.892,-86.1225,no bloom,0,5.689705882352941,0,0,1
195,BRR,199606,25.55,19.775,2.775,0.0,23.69333333333333,4.246666666666667,52730.62333333333,Ag,Strong,36.892,-86.1225,no bloom,0,5.775000000000002,0,0,1
196,BRR,199607,27.660000000000004,20.46938775510204,1.273469387755102,0.0,24.929032258064517,5.425806451612903,51795.07290322581,Ag,Strong,36.892,-86.1225,no bloom,0,7.190612244897963,0,0,0
197,BRR,199608,27.7625,22.32894736842105,1.0447368421052632,0.0,24.741935483870968,1.9774193548387096,48656.72322580645,Ag,Strong,36.892,-86.1225,no bloom,0,5.433552631578948,0,0,0
198,BRR,199609,25.25,22.38095238095238,1.5642857142857145,0.0,20.336666666666662,5.726666666666668,44603.31166666667,Ag,Strong,36.892,-86.1225,no bloom,0,2.8690476190476204,0,0,0
199,BRR,199705,17.725,14.572093023255814,4.832558139534884,0.0,16.603225806451615,5.680645161290323,50951.97967741935,Ag,Strong,36.892,-86.1225,no bloom,0,3.1529069767441875,0,0,1
200,BRR,199706,23.875,17.545652173913044,2.0413043478260877,0.0,21.51333333333333,6.163333333333333,52726.442,Ag,Strong,36.892,-86.1225,no bloom,0,6.329347826086956,0,0,1
201,BRR,199707,29.2125,18.788636363636364,0.9159090909090908,0.0,25.716129032258067,1.283870967741935,51811.91709677419,Ag,Strong,36.892,-86.1225,no bloom,0,10.423863636363636,0,0,0
202,BRR,199708,27.0125,19.181818181818183,1.106818181818182,0.0,24.05483870967742,2.396774193548387,48687.668064516125,Ag,Strong,36.892,-86.1225,no bloom,0,7.830681818181816,0,0,0
203,BRR,199709,24.86,19.546296296296298,1.5722222222222224,0.0,21.23,2.1766666666666667,44636.297,Ag,Strong,36.892,-86.1225,no bloom,0,5.313703703703702,0,0,0
204,BRR,199710,21.96666666666667,20.25333333333333,2.83,0.0,15.290322580645162,1.9806451612903224,40421.00516129032,Ag,Strong,36.892,-86.1225,no bloom,0,1.7133333333333347,0,0,1
205,BRR,199805,23.933333333333334,15.194285714285712,5.18,0.0,21.18064516129032,5.051612903225807,50929.57032258064,Ag,Strong,36.892,-86.1225,no bloom,0,8.739047619047621,0,0,1
206,BRR,199806,26.08,17.867796610169492,1.4169491525423727,98.33333333333331,24.273333333333333,4.586666666666667,52722.03033333333,Ag,Strong,36.892,-86.1225,bloom,1,8.21220338983051,0,0,0
207,BRR,199807,29.0125,21.24390243902439,0.5609756097560976,877.8284129185641,25.48064516129032,3.3967741935483877,51829.75096774194,Ag,Strong,36.892,-86.1225,bloom,1,7.768597560975611,0,0,0
208,BRR,199808,28.380000000000003,23.1843137254902,0.6156862745098038,0.0,25.538709677419355,0.732258064516129,48715.94548387097,Ag,Strong,36.892,-86.1225,no bloom,0,5.195686274509804,0,0,0
209,BRR,199809,26.925,23.032432432432437,0.9702702702702702,1169.2211538461506,24.73,1.4833333333333334,44670.61033333334,Ag,Strong,36.892,-86.1225,bloom,1,3.892567567567568,0,0,0
210,BRR,199810,22.45,21.65405405405405,2.5459459459459457,0.0,16.980645161290322,2.0193548387096776,40452.07967741935,Ag,Strong,36.892,-86.1225,no bloom,0,0.7959459459459453,0,0,1
211,BRR,199905,23.83333333333333,14.885185185185184,4.125925925925926,0.0,20.19677419354839,1.596774193548387,50905.22516129032,Ag,Strong,36.892,-86.1225,no bloom,0,8.948148148148148,0,0,1
212,BRR,199906,26.48,14.892307692307693,1.7961538461538462,216.8025,24.446666666666665,4.4366666666666665,52718.432,Ag,Strong,36.892,-86.1225,bloom,1,11.587692307692308,0,0,1
213,BRR,199907,29.1,19.023636363636363,0.9472727272727272,494.5722121212121,27.60322580645161,1.7000000000000002,51847.813870967744,Ag,Strong,36.892,-86.1225,bloom,1,10.076363636363638,0,0,0
214,BRR,199908,28.48,19.45090909090909,0.9454545454545454,89.92713333333333,26.14516129032258,0.7741935483870968,48745.09774193548,Ag,Strong,36.892,-86.1225,bloom,1,9.029090909090913,0,0,0
215,BRR,199909,25.0625,19.34047619047619,2.019047619047619,0.0,22.77,0.9633333333333332,44705.61433333333,Ag,Strong,36.892,-86.1225,no bloom,0,5.722023809523812,0,0,1
216,BRR,199910,20.1125,18.411627906976744,3.218604651162791,0.0,15.65483870967742,2.403225806451613,40484.31935483871,Ag,Strong,36.892,-86.1225,no bloom,0,1.700872093023257,0,0,1
217,BRR,200005,21.116666666666667,14.959154929577464,5.674647887323943,0.0,20.59032258064516,3.835483870967742,50976.64870967742,Ag,Strong,36.892,-86.1225,no bloom,0,6.157511737089203,0,0,1
218,BRR,200006,26.64,18.47068965517241,1.389655172413793,161.41554166666666,23.7,3.6766666666666663,52731.44966666667,Ag,Strong,36.892,-86.1225,bloom,1,8.169310344827583,0,0,0
219,BRR,200007,27.94,19.648275862068964,0.9396551724137931,0.0,25.39354838709677,1.6935483870967742,51793.17,Ag,Strong,36.892,-86.1225,no bloom,0,8.291724137931034,0,0,0
220,BRR,200008,27.83,20.840740740740745,0.9296296296296296,492.1305294117648,25.793548387096774,1.4516129032258065,48653.80096774194,Ag,Strong,36.892,-86.1225,bloom,1,6.98925925925926,0,0,0
221,BRR,200009,25.58,20.677777777777777,1.7648148148148148,100.80968421052631,21.16,3.453333333333333,44599.53799999999,Ag,Strong,36.892,-86.1225,bloom,1,4.902222222222225,0,0,0
222,BRR,200010,20.3,19.522641509433964,2.060377358490566,0.0,16.983870967741936,0.3032258064516128,40384.21935483871,Ag,Strong,36.892,-86.1225,no bloom,0,0.7773584905660371,0,0,1
223,BRR,200105,23.58333333333333,13.828,3.48,0.0,20.348387096774196,4.335483870967742,50954.7770967742,Ag,Strong,36.892,-86.1225,no bloom,0,9.755333333333333,0,0,1
224,BRR,200106,25.6125,15.265,1.4200000000000002,5.325,22.973333333333336,2.67,52727.46633333333,Ag,Strong,36.892,-86.1225,bloom,1,10.3475,0,0,0
225,BRR,200107,28.06,16.703773584905658,0.9245283018867924,0.0,25.825806451612905,3.0354838709677416,51810.3864516129,Ag,Strong,36.892,-86.1225,no bloom,0,11.356226415094344,0,0,0
226,BRR,200108,29.1,17.32121212121212,0.6848484848484849,52.57031034482758,25.25483870967742,2.393548387096774,48683.846774193546,Ag,Strong,36.892,-86.1225,bloom,1,11.778787878787876,0,0,0
227,BRR,200109,26.31,18.0188679245283,1.2471698113207546,217.30809375,20.74,1.7,44632.164,Ag,Strong,36.892,-86.1225,bloom,1,8.291132075471701,0,0,0
228,BRR,200110,19.59,17.908333333333335,4.133333333333334,0.0,14.783870967741937,3.8354838709677415,40416.24193548387,Ag,Strong,36.892,-86.1225,no bloom,0,1.6816666666666649,0,0,1
229,BRR,200205,20.2375,16.41627906976744,4.362790697674418,0.0,18.038709677419355,4.132258064516129,50932.02419354839,Ag,Strong,36.892,-86.1225,no bloom,0,3.82122093023256,0,0,1
230,BRR,200206,26.87,16.771698113207545,2.064150943396226,847.3905,24.57,2.66,52723.532,Ag,Strong,36.892,-86.1225,bloom,1,10.098301886792452,0,0,1
231,BRR,200207,29.55,17.486538461538462,1.8634615384615385,0.0,26.364516129032257,2.403225806451613,51829.05451612903,Ag,Strong,36.892,-86.1225,no bloom,0,12.06346153846154,0,0,1
232,BRR,200208,30.1375,18.265116279069765,1.4976744186046511,496.1411851851852,25.932258064516127,1.8387096774193548,48712.42161290323,Ag,Strong,36.892,-86.1225,bloom,1,11.872383720930234,0,0,0
233,BRR,200209,27.141666666666666,18.503030303030304,1.7030303030303031,1528.4881666666663,23.48,4.516666666666667,44667.023,Ag,Strong,36.892,-86.1225,bloom,1,8.638636363636362,0,0,0
234,BRR,200210,20.775,19.26,3.902,0.0,15.52258064516129,4.809677419354839,40447.10129032258,Ag,Strong,36.892,-86.1225,no bloom,0,1.514999999999997,0,0,1
235,BRR,200305,21.22,15.24642857142857,3.255357142857143,0.0,18.967741935483872,6.780645161290322,50908.731290322576,Ag,Strong,36.892,-86.1225,no bloom,0,5.973571428571429,0,0,1
236,BRR,200306,23.725,18.282857142857143,1.1414285714285717,322.31945606579166,21.49,5.4366666666666665,52720.324,Ag,Strong,36.892,-86.1225,bloom,1,5.442142857142855,0,0,0
237,BRR,200307,28.51,19.883636363636363,0.8381818181818183,3638.26070588232,24.93870967741936,2.6548387096774198,51846.69129032258,Ag,Strong,36.892,-86.1225,bloom,1,8.626363636363639,0,0,0
238,BRR,200308,28.77,21.31851851851852,1.0,935.76164541744,25.251612903225805,3.4000000000000004,48741.58935483871,Ag,Strong,36.892,-86.1225,bloom,1,7.45148148148148,0,0,0
239,BRR,200309,25.860000000000003,22.65185185185185,1.4296296296296296,0.0,20.33333333333333,4.013333333333333,44701.284,Ag,Strong,36.892,-86.1225,no bloom,0,3.208148148148151,0,0,0
240,BRR,200310,20.2,19.817500000000003,1.7813953488372092,0.0,15.45483870967742,1.7419354838709675,40479.62129032258,Ag,Strong,36.892,-86.1225,no bloom,0,0.3824999999999967,0,0,0
241,BRR,200405,22.6625,15.113636363636363,3.588636363636364,0.0,21.325806451612905,4.887096774193548,50980.92322580646,Ag,Strong,36.892,-86.1225,no bloom,0,7.548863636363638,0,0,1
242,BRR,200406,26.191666666666663,18.32878787878788,0.2984848484848484,540.5136461744444,23.456666666666667,2.043333333333333,52733.01233333333,Ag,Strong,36.892,-86.1225,bloom,1,7.862878787878788,0,0,0
243,BRR,200407,28.02,19.986538461538466,0.0923076923076923,1029.01489007725,24.806451612903224,3.303225806451613,51791.71741935484,Ag,Strong,36.892,-86.1225,bloom,1,8.033461538461538,0,0,0
244,BRR,200408,26.7,22.114754098360656,0.6081967213114754,1360.7488157895,23.05806451612903,2.8774193548387097,48650.23677419355,Ag,Strong,36.892,-86.1225,bloom,1,4.585245901639343,0,0,0
245,BRR,200409,25.47,22.78076923076923,1.0596153846153846,1807.3115873016,21.93,2.4766666666666666,44594.44,Ag,Strong,36.892,-86.1225,bloom,1,2.689230769230768,0,0,0
246,BRR,200410,20.55,20.41176470588235,3.5617647058823527,0.0,17.32903225806452,4.870967741935484,40379.05935483871,Ag,Strong,36.892,-86.1225,no bloom,0,0.1382352941176492,0,0,1
247,BRR,200505,20.6875,13.43421052631579,5.205263157894737,0.0,18.561290322580643,1.0451612903225806,50959.45709677419,Ag,Strong,36.892,-86.1225,no bloom,0,7.253289473684211,0,0,1
248,BRR,200506,26.44,15.541509433962265,0.3622641509433962,0.0,25.05,1.5666666666666669,52728.72900000001,Ag,Strong,36.892,-86.1225,no bloom,0,10.898490566037731,0,0,0
249,BRR,200507,29.3875,16.411627906976744,0.1976744186046511,0.0,26.325806451612905,3.274193548387097,51809.06612903226,Ag,Strong,36.892,-86.1225,no bloom,0,12.975872093023256,0,0,0
250,BRR,200508,29.6,17.358974358974358,0.158974358974359,0.0,27.1,4.616129032258065,48680.31129032258,Ag,Strong,36.892,-86.1225,no bloom,0,12.241025641025644,0,0,0
251,BRR,200509,26.6,20.383333333333333,0.8395833333333335,1264.436404761905,23.48,1.3299999999999998,44627.85933333333,Ag,Strong,36.892,-86.1225,bloom,1,6.216666666666669,0,0,0
252,BRR,200510,22.1625,21.513793103448275,3.041379310344828,0.0,16.503225806451614,0.3032258064516129,40411.47709677419,Ag,Strong,36.892,-86.1225,no bloom,0,0.648706896551726,0,0,1
253,BRR,200605,20.5125,14.6,4.2088,0.0,18.27741935483871,4.33225806451613,50936.67870967742,Ag,Strong,36.892,-86.1225,no bloom,0,5.9125,0,0,1
254,BRR,200606,26.125,16.057142857142857,1.2348571428571429,2023.2345384615385,24.076666666666664,1.1266666666666667,52724.772,Ag,Strong,36.892,-86.1225,bloom,1,10.067857142857145,0,0,0
255,BRR,200607,28.57,16.56086956521739,0.811304347826087,5572.7840625,26.364516129032257,3.7838709677419353,51826.75419354839,Ag,Strong,36.892,-86.1225,bloom,1,12.009130434782609,0,0,0
256,BRR,200608,29.160000000000004,17.72093023255814,1.2744186046511627,0.0,26.32258064516129,3.3483870967741933,48707.95032258065,Ag,Strong,36.892,-86.1225,no bloom,0,11.439069767441865,0,0,0
257,BRR,200609,24.9625,18.942857142857143,1.743142857142857,0.0,19.946666666666665,4.333333333333333,44662.01933333334,Ag,Strong,36.892,-86.1225,no bloom,0,6.019642857142856,0,0,0
258,BRR,200610,19.4,19.223809523809525,4.728571428571429,0.0,13.919354838709678,3.274193548387097,40442.36903225807,Ag,Strong,36.892,-86.1225,no bloom,0,0.1761904761904738,0,0,1
259,BRR,200705,23.3375,15.004545454545456,3.0090909090909093,0.0,21.503225806451614,1.3258064516129031,50912.650322580645,Ag,Strong,36.892,-86.1225,no bloom,0,8.332954545454543,0,0,1
260,BRR,200706,26.8625,16.148,1.148,0.0,25.28,1.336666666666667,52721.39166666667,Ag,Strong,36.892,-86.1225,no bloom,0,10.7145,0,0,0
261,BRR,200707,28.26,16.98157894736842,0.5,2736.299591408877,25.887096774193548,1.0870967741935484,51843.67677419355,Ag,Strong,36.892,-86.1225,bloom,1,11.278421052631582,0,0,0
262,BRR,200708,29.9,18.28214285714285,0.7821428571428571,0.0,30.116129032258065,0.2806451612903226,48737.31838709678,Ag,Strong,36.892,-86.1225,no bloom,0,11.617857142857144,0,0,0
263,BRR,200709,26.95,18.557142857142857,1.5190476190476192,0.0,24.136666666666667,1.87,44695.691666666666,Ag,Strong,36.892,-86.1225,no bloom,0,8.392857142857142,0,0,0
264,BRR,200710,22.01,18.314705882352943,2.31,0.0,18.706451612903223,4.641935483870968,40475.35580645161,Ag,Strong,36.892,-86.1225,no bloom,0,3.6952941176470553,0,0,1
265,BRR,200805,18.9625,14.964285714285714,3.9166666666666665,0.0,18.570967741935487,5.048387096774194,50984.95483870968,Ag,Strong,36.892,-86.1225,no bloom,0,3.998214285714285,0,0,1
266,BRR,200806,26.29,16.912,0.8036,0.0,25.386666666666667,1.68,52733.453,Ag,Strong,36.892,-86.1225,no bloom,0,9.378,0,0,0
267,BRR,200807,27.0,18.15666666666667,0.5256666666666666,0.0,26.41935483870968,2.2838709677419358,51788.109032258064,Ag,Strong,36.892,-86.1225,no bloom,0,8.84333333333333,0,0,0
268,BRR,200808,27.4375,18.9875,0.1795,0.0,25.6,2.0580645161290323,48645.65903225806,Ag,Strong,36.892,-86.1225,no bloom,0,8.45,0,0,0
269,BRR,200809,25.16,19.078,0.8254,0.0,23.57,0.6733333333333333,44589.04566666667,Ag,Strong,36.892,-86.1225,no bloom,0,6.082000000000001,0,0,0
270,BRR,200810,20.8,18.947222222222223,1.9394444444444443,0.0,15.638709677419357,2.3741935483870966,40375.125483870965,Ag,Strong,36.892,-86.1225,no bloom,0,1.8527777777777776,0,0,1
271,BRR,200905,20.375,15.322222222222225,4.473333333333333,0.0,18.896774193548385,5.925806451612903,50962.720645161295,Ag,Strong,36.892,-86.1225,no bloom,0,5.052777777777777,0,0,1
272,BRR,200906,26.633333333333336,18.432258064516127,0.4246774193548386,0.0,24.95,3.0933333333333333,52728.71966666667,Ag,Strong,36.892,-86.1225,no bloom,0,8.20107526881721,0,0,0
273,BRR,200907,27.2625,20.25,0.3965,0.0,23.925806451612903,4.258064516129032,51805.35193548387,Ag,Strong,36.892,-86.1225,no bloom,0,7.012499999999999,0,0,0
274,BRR,200908,27.21,21.068,0.5660000000000001,0.0,24.516129032258064,1.929032258064516,48674.31129032258,Ag,Strong,36.892,-86.1225,no bloom,0,6.142,0,0,0
275,BRR,200909,25.21,21.166,1.4038,0.0,21.446666666666665,5.326666666666667,44622.23,Ag,Strong,36.892,-86.1225,no bloom,0,4.0440000000000005,0,0,0
276,BRR,200910,18.25,18.28,3.72,0.0,13.829032258064515,4.551612903225807,40406.11838709677,Ag,Strong,36.892,-86.1225,no bloom,0,-0.0300000000000011,0,0,1
277,BRR,201006,29.416666666666668,17.576923076923077,0.2202564102564102,0.0,27.55666666666667,1.8133333333333328,52724.425,Ag,Strong,36.892,-86.1225,no bloom,0,11.839743589743591,0,0,0
278,BRR,201007,29.7125,19.716666666666665,0.1370833333333333,0.0,27.33870967741936,4.474193548387096,51823.37,Ag,Strong,36.892,-86.1225,no bloom,0,9.995833333333334,0,0,0
279,BRR,201008,30.07,22.758333333333336,0.118125,0.0,27.364516129032257,5.699999999999999,48702.36612903226,Ag,Strong,36.892,-86.1225,no bloom,0,7.311666666666664,0,0,0
280,BRR,201009,26.26,24.163636363636364,2.0558823529411767,0.0,22.926666666666662,1.9333333333333331,44657.156,Ag,Strong,36.892,-86.1225,no bloom,0,2.096363636363637,0,0,1
281,BRR,201010,20.8,20.83870967741936,2.2838709677419358,0.0,16.574193548387097,0.9451612903225808,40437.39483870968,Ag,Strong,36.892,-86.1225,no bloom,0,-0.0387096774193551,0,0,1
282,BRR,201108,30.1,21.2,0.009090909090909,19934.46689314285,26.97741935483871,0.9741935483870968,48732.02870967742,Ag,Strong,36.892,-86.1225,bloom,1,8.900000000000002,0,0,0
283,BRR,201307,27.8,20.12,0.524,0.0,24.05806451612903,6.303225806451613,51802.25129032258,Ag,Strong,36.892,-86.1225,no bloom,0,7.68,0,0,0
284,BRR,201408,28.44,18.04285714285714,0.6042857142857142,98300.05060337868,25.58709677419355,3.3870967741935485,48697.93870967742,Ag,Strong,36.892,-86.1225,bloom,1,10.397142857142857,0,0,0
285,BRR,201506,27.4,15.672727272727274,0.0072727272727272,60330.04805018481,24.826666666666664,4.19,52720.03566666667,Ag,Strong,36.892,-86.1225,bloom,1,11.727272727272725,0,0,0
286,BRR,201508,28.075,23.01111111111111,0.2916666666666667,19620.00601402357,24.796774193548387,1.6612903225806452,48728.73774193548,Ag,Strong,36.892,-86.1225,bloom,1,5.06388888888889,0,0,0
