,reservoir,order,yearmonth,density_cells/ml,m_avg_deep_temp,m_avg_surf_temp,m_avg_dissolved_oxygen,temperature,precipitation_sum,daylight_duration,type,stratification,latitude,longitude,temp_diff
27,BHR,Nostocales,200809,291.53719610325,23.36818181818182,25.833333333333332,1.6604545454545454,22.416666666666668,1.0799999999999998,44608.36033333334,Forest,Strong,37.3386,-83.4707,2.4651515151515113
28,BHR,Nostocales,201407,270.868283008999,25.17142857142857,27.4,2.5100000000000002,23.480645161290322,3.129032258064516,51974.227419354844,Forest,Strong,37.3386,-83.4707,2.2285714285714278
29,BHR,Nostocales,201509,92.748734758671,23.253333333333334,26.85,0.662,21.923333333333336,3.103333333333333,44707.435000000005,Forest,Strong,37.3386,-83.4707,3.5966666666666676
30,BHR,Nostocales,201609,2088.1812976845454,24.245454545454546,26.78333333333333,0.3645454545454545,23.44333333333333,1.32,44599.88933333333,Forest,Strong,37.3386,-83.4707,2.5378787878787854
31,BHR,Nostocales,201706,890.9244616816285,20.5255,26.073333333333334,2.956,21.740000000000002,2.96,52899.58866666666,Forest,Strong,37.3386,-83.4707,5.547833333333333
32,BHR,Nostocales,201809,35645.507855106385,24.46,27.8975,0.40384615384615385,23.41,5.2266666666666675,44670.168,Forest,Strong,37.3386,-83.4707,3.4375
33,BHR,Oscillatoriales,199206,144.747725392887,18.641379310344828,23.7625,6.041379310344827,20.540000000000003,3.5799999999999996,52903.894,Forest,Strong,37.3386,-83.4707,5.1211206896551715
34,BHR,Oscillatoriales,199307,586.25,21.70357142857143,30.925,0.8857142857142858,27.074193548387097,2.2838709677419353,51969.05354838709,Forest,Strong,37.3386,-83.4707,9.221428571428572
35,BHR,Oscillatoriales,199807,5.49280039721946,21.683333333333334,28.583333333333332,1.2625,24.312903225806455,2.032258064516129,51984.23870967742,Forest,Strong,37.3386,-83.4707,6.899999999999999
36,BHR,Oscillatoriales,200207,1.449,19.14814814814815,28.6,2.8074074074074074,25.34193548387097,2.5580645161290323,51983.528387096776,Forest,Strong,37.3386,-83.4707,9.451851851851853
37,BHR,Oscillatoriales,200308,9.265454545,21.942857142857143,28.316666666666666,1.9142857142857144,23.661290322580644,3.4322580645161294,48836.923548387094,Forest,Strong,37.3386,-83.4707,6.373809523809523
38,BHR,Oscillatoriales,201509,125.67245871058833,23.253333333333334,26.85,0.662,21.923333333333336,3.103333333333333,44707.435000000005,Forest,Strong,37.3386,-83.4707,3.5966666666666676
