,reservoir,yearmonth,m_avg_surf_temp,m_avg_deep_temp,m_avg_dissolved_oxygen,density_cells/ml,temperature,precipitation_sum,daylight_duration,type,stratification,latitude,longitude,alg_bloom
18,BHR,199205,19.633333333333333,14.191304347826087,8.02608695652174,0.0,16.383870967741935,4.683870967741935,51109.53870967742,Forest,Strong,37.3386,-83.4707,no bloom
19,BHR,199206,23.7625,18.641379310344828,6.041379310344827,923.8531065319299,20.540000000000003,3.5799999999999996,52903.894,Forest,Strong,37.3386,-83.4707,bloom
20,BHR,199207,27.8,21.57586206896552,4.56551724137931,0.0,24.177419354838708,4.658064516129032,51952.78709677419,Forest,Strong,37.3386,-83.4707,no bloom
21,BHR,199208,26.2375,22.644444444444442,3.6555555555555554,0.0,21.887096774193548,2.2419354838709675,48754.40709677419,Forest,Strong,37.3386,-83.4707,no bloom
22,BHR,199209,24.175,21.14333333333333,3.316666666666667,0.0,20.303333333333335,2.1033333333333335,44627.40433333333,Forest,Strong,37.3386,-83.4707,no bloom
23,BHR,199210,20.125,19.63076923076923,5.207692307692308,0.0,14.135483870967741,1.1387096774193548,40333.17032258065,Forest,Strong,37.3386,-83.4707,no bloom
24,BHR,199305,21.175,14.0,8.807142857142857,0.0,18.60967741935484,2.2419354838709675,51086.79258064516,Forest,Strong,37.3386,-83.4707,no bloom
25,BHR,199306,25.330000000000002,18.38235294117647,4.014705882352941,0.0,23.279999999999998,1.68,52899.412000000004,Forest,Strong,37.3386,-83.4707,no bloom
26,BHR,199307,30.925,21.70357142857143,0.8857142857142858,357.3611111111111,27.074193548387097,2.2838709677419353,51969.05354838709,Forest,Strong,37.3386,-83.4707,bloom
27,BHR,199308,27.99,22.46,1.4285714285714286,0.0,24.677419354838708,2.838709677419355,48785.350000000006,Forest,Strong,37.3386,-83.4707,no bloom
28,BHR,199309,24.9375,22.77692307692308,1.5615384615384615,0.0,19.993333333333332,3.89,44660.025,Forest,Strong,37.3386,-83.4707,no bloom
29,BHR,199310,18.1875,18.132,5.36,0.0,13.748387096774193,2.674193548387097,40367.14612903226,Forest,Strong,37.3386,-83.4707,no bloom
30,BHR,199405,19.57,13.962162162162162,8.537837837837838,0.0,16.22258064516129,3.138709677419355,51063.761935483875,Forest,Strong,37.3386,-83.4707,no bloom
31,BHR,199406,28.2625,16.18064516129032,4.22258064516129,0.0,24.040000000000003,7.06,52894.30266666667,Forest,Strong,37.3386,-83.4707,no bloom
32,BHR,199407,29.5875,21.096875,1.053125,0.0,24.038709677419355,4.216129032258064,51986.834516129034,Forest,Strong,37.3386,-83.4707,no bloom
33,BHR,199408,26.910000000000004,23.544999999999998,0.255,0.0,22.874193548387098,3.9193548387096775,48814.9535483871,Forest,Strong,37.3386,-83.4707,no bloom
34,BHR,199409,23.775,23.173333333333336,1.2466666666666666,0.0,19.386666666666667,1.8366666666666667,44695.227,Forest,Strong,37.3386,-83.4707,no bloom
35,BHR,199410,20.083333333333332,20.014285714285716,4.5,0.0,14.674193548387096,2.47741935483871,40399.90258064516,Forest,Strong,37.3386,-83.4707,no bloom
36,BHR,199505,19.475,13.997435897435897,9.158974358974358,0.0,18.203225806451613,3.583870967741935,51039.55774193549,Forest,Strong,37.3386,-83.4707,no bloom
37,BHR,199506,25.525,16.909375,3.7375,0.0,21.98,4.456666666666667,52890.062000000005,Forest,Strong,37.3386,-83.4707,no bloom
38,BHR,199507,28.5875,19.83225806451613,0.6870967741935484,0.0,25.322580645161292,2.335483870967742,52004.6829032258,Forest,Strong,37.3386,-83.4707,no bloom
39,BHR,199508,29.439999999999998,21.743243243243242,0.1972972972972973,13.615384615399998,26.361290322580647,2.0483870967741935,48843.97709677419,Forest,Strong,37.3386,-83.4707,bloom
40,BHR,199509,24.1625,22.517857142857142,1.7642857142857142,0.0,20.12,3.283333333333333,44730.931666666664,Forest,Strong,37.3386,-83.4707,no bloom
41,BHR,199510,18.9,17.553846153846155,5.323076923076924,0.0,14.98709677419355,3.761290322580645,40432.85580645161,Forest,Strong,37.3386,-83.4707,no bloom
42,BHR,199605,20.75,15.194871794871796,8.664102564102564,0.0,19.219354838709677,5.409677419354838,51111.73258064516,Forest,Strong,37.3386,-83.4707,no bloom
43,BHR,199606,26.1125,17.934375,5.50625,0.0,22.543333333333333,4.3100000000000005,52903.045999999995,Forest,Strong,37.3386,-83.4707,no bloom
44,BHR,199607,27.725,19.284848484848485,2.1090909090909093,0.0,23.36774193548387,5.877419354838709,51948.87806451613,Forest,Strong,37.3386,-83.4707,no bloom
45,BHR,199608,27.23,22.48205128205128,0.48461538461538456,0.0,22.932258064516127,3.7290322580645165,48750.47193548387,Forest,Strong,37.3386,-83.4707,no bloom
46,BHR,199609,25.2125,23.125,1.021875,0.0,19.266666666666666,5.383333333333334,44622.884,Forest,Strong,37.3386,-83.4707,no bloom
47,BHR,199705,18.7,15.773333333333333,6.566666666666666,0.0,15.503225806451614,3.5677419354838706,51089.32322580645,Forest,Strong,37.3386,-83.4707,no bloom
48,BHR,199706,23.2625,17.103333333333335,5.489999999999999,0.0,20.796666666666667,7.1466666666666665,52898.776666666665,Forest,Strong,37.3386,-83.4707,no bloom
49,BHR,199707,28.389999999999997,19.685714285714283,2.1357142857142857,0.0,24.26774193548387,2.4516129032258065,51966.05387096774,Forest,Strong,37.3386,-83.4707,no bloom
50,BHR,199708,27.4875,21.816666666666666,0.5133333333333333,0.0,22.690322580645162,2.193548387096774,48781.995161290324,Forest,Strong,37.3386,-83.4707,no bloom
51,BHR,199709,24.369999999999997,22.38918918918919,0.8054054054054054,0.0,19.959999999999997,1.8033333333333335,44656.46533333333,Forest,Strong,37.3386,-83.4707,no bloom
52,BHR,199710,22.35,21.014285714285712,1.8285714285714287,0.0,14.629032258064516,1.367741935483871,40364.819354838706,Forest,Strong,37.3386,-83.4707,no bloom
53,BHR,199805,21.2,14.4625,6.325,0.0,19.63225806451613,5.770967741935484,51066.47967741936,Forest,Strong,37.3386,-83.4707,no bloom
54,BHR,199806,26.275,18.941666666666666,5.133333333333334,0.0,22.303333333333335,5.426666666666667,52894.276,Forest,Strong,37.3386,-83.4707,no bloom
55,BHR,199807,28.583333333333332,21.683333333333334,1.2625,4.61395233366435,24.312903225806455,2.032258064516129,51984.23870967742,Forest,Strong,37.3386,-83.4707,bloom
56,BHR,199808,28.125,22.805555555555557,0.011111111111111112,0.0,24.429032258064513,1.2967741935483872,48810.80064516129,Forest,Strong,37.3386,-83.4707,no bloom
57,BHR,199809,27.15,24.753846153846155,0.038461538461538464,0.0,23.636666666666667,1.1,44691.399666666664,Forest,Strong,37.3386,-83.4707,no bloom
58,BHR,199810,21.225,21.006666666666668,3.3066666666666666,0.0,15.690322580645162,1.1709677419354838,40396.46193548387,Forest,Strong,37.3386,-83.4707,no bloom
59,BHR,199905,24.425,18.344444444444445,5.888888888888889,0.0,18.67096774193548,2.303225806451613,51041.662903225806,Forest,Strong,37.3386,-83.4707,no bloom
60,BHR,199906,26.6,18.459999999999997,1.8733333333333333,0.0,23.163333333333334,3.04,52890.60633333333,Forest,Strong,37.3386,-83.4707,no bloom
61,BHR,199907,29.099999999999998,20.445454545454545,1.2045454545454546,58.977373944900876,26.17096774193548,1.8064516129032258,52002.65838709677,Forest,Strong,37.3386,-83.4707,bloom
62,BHR,199908,28.183333333333334,22.3,0.7040000000000001,0.0,24.370967741935484,2.303225806451613,48840.49677419355,Forest,Strong,37.3386,-83.4707,no bloom
63,BHR,199909,25.475,24.17142857142857,3.2714285714285714,0.0,21.03666666666667,1.6233333333333335,44727.036,Forest,Strong,37.3386,-83.4707,no bloom
64,BHR,199910,21.525,20.849999999999998,3.871428571428571,0.0,14.538709677419355,2.8709677419354844,40429.29290322581,Forest,Strong,37.3386,-83.4707,no bloom
65,BHR,200005,20.116666666666667,15.159090909090908,5.9409090909090905,0.0,19.951612903225808,2.174193548387097,51114.470645161295,Forest,Strong,37.3386,-83.4707,no bloom
66,BHR,200006,27.775,19.77857142857143,2.9428571428571426,0.0,22.873333333333335,3.6133333333333337,52903.884,Forest,Strong,37.3386,-83.4707,no bloom
67,BHR,200007,27.349999999999998,21.707692307692305,1.6076923076923075,88.66160714285715,23.18064516129032,3.325806451612903,51946.93967741935,Forest,Strong,37.3386,-83.4707,bloom
68,BHR,200008,27.625,22.305555555555557,0.07222222222222223,0.0,23.15806451612903,3.9129032258064513,48747.49483870968,Forest,Strong,37.3386,-83.4707,no bloom
69,BHR,200009,25.375,22.3,0.7352941176470589,0.0,19.52,4.216666666666667,44619.041666666664,Forest,Strong,37.3386,-83.4707,no bloom
70,BHR,200010,20.3,19.966666666666665,4.1,0.0,15.59032258064516,0.34838709677419355,40327.36096774194,Forest,Strong,37.3386,-83.4707,no bloom
71,BHR,200105,23.666666666666668,14.765,5.725,0.0,19.206451612903226,2.9612903225806453,51092.17451612903,Forest,Strong,37.3386,-83.4707,no bloom
72,BHR,200106,24.5,17.58,2.7733333333333334,0.0,22.02333333333333,3.1599999999999997,52899.823,Forest,Strong,37.3386,-83.4707,no bloom
73,BHR,200107,27.150000000000002,21.35217391304348,0.8043478260869565,13.23425,23.993548387096773,4.829032258064516,51964.4935483871,Forest,Strong,37.3386,-83.4707,bloom
74,BHR,200108,29.175,23.15,1.55625,0.0,24.52258064516129,2.0806451612903225,48778.10064516129,Forest,Strong,37.3386,-83.4707,no bloom
75,BHR,200109,25.2,22.5625,1.51875,0.0,19.970000000000002,1.4800000000000002,44652.256,Forest,Strong,37.3386,-83.4707,no bloom
76,BHR,200110,18.700000000000003,17.78,4.74,0.0,14.27741935483871,1.6161290322580646,40359.96935483871,Forest,Strong,37.3386,-83.4707,no bloom
77,BHR,200205,18.466666666666665,15.460869565217392,7.404347826086956,0.0,17.103225806451615,3.980645161290323,51068.98064516129,Forest,Strong,37.3386,-83.4707,no bloom
78,BHR,200206,27.1,15.228571428571428,5.3,0.0,23.013333333333332,3.02,52895.808666666664,Forest,Strong,37.3386,-83.4707,no bloom
79,BHR,200207,28.6,19.14814814814815,2.8074074074074074,9.31404347826087,25.34193548387097,2.5580645161290323,51983.528387096776,Forest,Strong,37.3386,-83.4707,bloom
80,BHR,200208,27.95,21.49230769230769,0.7692307692307693,0.0,25.55806451612903,1.7193548387096775,48807.21,Forest,Strong,37.3386,-83.4707,no bloom
81,BHR,200209,25.775,22.05,0.55,0.0,22.783333333333335,5.1066666666666665,44687.74733333333,Forest,Strong,37.3386,-83.4707,no bloom
82,BHR,200210,21.675,20.407142857142855,2.3214285714285716,0.0,15.16451612903226,4.52258064516129,40391.392258064516,Forest,Strong,37.3386,-83.4707,no bloom
83,BHR,200305,20.716666666666665,16.604347826086954,7.069565217391304,0.0,17.961290322580645,6.396774193548387,51045.238064516125,Forest,Strong,37.3386,-83.4707,no bloom
84,BHR,200306,23.9375,18.387096774193548,5.861290322580645,38.79124079405882,20.513333333333332,5.406666666666667,52892.53633333334,Forest,Strong,37.3386,-83.4707,bloom
85,BHR,200307,27.275,21.184615384615384,2.0923076923076924,4.5998803368125,23.358064516129033,4.354838709677419,52001.51483870968,Forest,Strong,37.3386,-83.4707,bloom
86,BHR,200308,28.316666666666666,21.942857142857143,1.9142857142857144,27.116381534526315,23.661290322580644,3.4322580645161294,48836.923548387094,Forest,Strong,37.3386,-83.4707,bloom
87,BHR,200309,24.825,22.386666666666667,2.6599999999999997,0.0,19.386666666666667,4.036666666666666,44722.62633333333,Forest,Strong,37.3386,-83.4707,no bloom
88,BHR,200310,19.625,19.03846153846154,4.469230769230769,0.0,14.348387096774195,1.4774193548387098,40424.50806451613,Forest,Strong,37.3386,-83.4707,no bloom
89,BHR,200405,22.96666666666667,15.882608695652175,6.608695652173913,0.0,20.796774193548387,3.7096774193548385,51118.82774193548,Forest,Strong,37.3386,-83.4707,no bloom
90,BHR,200406,27.066666666666666,18.666666666666668,5.213333333333334,12.136390720249999,21.976666666666667,4.14,52905.48166666667,Forest,Strong,37.3386,-83.4707,bloom
91,BHR,200407,26.95,22.849999999999998,0.7999999999999999,0.0,23.316129032258065,4.6,51945.458064516126,Forest,Strong,37.3386,-83.4707,no bloom
92,BHR,200408,27.15,22.41,0.8099999999999999,63.65820462773684,22.26774193548387,1.8838709677419354,48743.86580645161,Forest,Strong,37.3386,-83.4707,bloom
93,BHR,200409,23.7,21.044444444444444,3.6666666666666665,0.0,20.503333333333334,6.613333333333333,44613.852,Forest,Strong,37.3386,-83.4707,no bloom
94,BHR,200410,19.05,17.97142857142857,4.042857142857143,0.0,16.261290322580646,4.267741935483872,40322.106451612904,Forest,Strong,37.3386,-83.4707,no bloom
95,BHR,200505,21.0,12.94,6.8133333333333335,0.0,16.96451612903226,1.058064516129032,51096.94612903226,Forest,Strong,37.3386,-83.4707,no bloom
96,BHR,200506,25.8,16.56,3.8400000000000003,0.0,24.043333333333333,1.75,52901.112,Forest,Strong,37.3386,-83.4707,no bloom
97,BHR,200507,28.525,21.073333333333334,2.066666666666667,0.0,25.429032258064513,2.948387096774194,51963.147741935485,Forest,Strong,37.3386,-83.4707,no bloom
98,BHR,200508,29.1625,24.092857142857145,0.5428571428571428,233.8041923076923,25.996774193548386,2.8774193548387097,48774.50064516129,Forest,Strong,37.3386,-83.4707,bloom
99,BHR,200509,25.799999999999997,24.314285714285713,1.042857142857143,0.0,23.59333333333333,1.1133333333333333,44647.87366666667,Forest,Strong,37.3386,-83.4707,no bloom
100,BHR,200510,20.6,20.428571428571427,4.192857142857142,0.0,15.680645161290323,1.5838709677419356,40355.11774193548,Forest,Strong,37.3386,-83.4707,no bloom
101,BHR,200605,19.175,16.075,6.7250000000000005,0.0,16.90967741935484,2.806451612903226,51073.72612903226,Forest,Strong,37.3386,-83.4707,no bloom
102,BHR,200606,25.675,17.814285714285713,5.021428571428571,3.3073333333333337,21.473333333333336,3.69,52897.074,Forest,Strong,37.3386,-83.4707,bloom
103,BHR,200607,28.900000000000002,20.975,1.5150000000000001,33.821333333333335,24.906451612903226,2.7516129032258063,51981.18516129032,Forest,Strong,37.3386,-83.4707,bloom
104,BHR,200608,28.425,23.021428571428572,0.12928571428571428,0.0,25.38064516129032,2.980645161290323,48802.655806451614,Forest,Strong,37.3386,-83.4707,no bloom
105,BHR,200609,25.549999999999997,23.575,1.4020000000000001,0.0,18.529999999999998,5.28,44682.65266666667,Forest,Strong,37.3386,-83.4707,no bloom
106,BHR,200610,20.25,19.259999999999998,5.247999999999999,0.0,13.103225806451613,3.7870967741935484,40386.57290322581,Forest,Strong,37.3386,-83.4707,no bloom
107,BHR,200705,24.275,17.215384615384615,4.913846153846154,0.0,21.04516129032258,1.4516129032258065,51049.232903225806,Forest,Strong,37.3386,-83.4707,no bloom
108,BHR,200706,26.15,18.264285714285712,1.842142857142857,0.0,24.903333333333332,0.9466666666666667,52893.62533333334,Forest,Strong,37.3386,-83.4707,no bloom
109,BHR,200707,27.375,20.325,0.7741666666666668,0.0,24.5,2.8677419354838714,51998.439354838716,Forest,Strong,37.3386,-83.4707,no bloom
110,BHR,200708,28.45,23.164285714285715,0.20714285714285716,0.0,28.322580645161292,0.7548387096774194,48832.57161290322,Forest,Strong,37.3386,-83.4707,no bloom
111,BHR,200709,25.925,23.407142857142855,2.0214285714285714,254.55229340538938,23.58,1.4100000000000001,44716.933666666664,Forest,Strong,37.3386,-83.4707,bloom
112,BHR,200710,21.650000000000002,21.27058823529412,3.5488235294117647,0.0,18.529032258064515,3.2193548387096773,40420.16483870968,Forest,Strong,37.3386,-83.4707,no bloom
113,BHR,200805,18.375,15.461538461538462,6.16,0.0,17.03548387096774,3.4096774193548387,51122.93709677419,Forest,Strong,37.3386,-83.4707,no bloom
114,BHR,200806,26.025,17.864285714285714,4.128571428571428,0.0,24.53666666666667,2.9,52905.929333333326,Forest,Strong,37.3386,-83.4707,no bloom
115,BHR,200807,27.375,20.442857142857143,2.2264285714285714,0.0,25.041935483870965,3.7161290322580642,51941.778064516126,Forest,Strong,37.3386,-83.4707,no bloom
116,BHR,200808,26.75,23.607692307692307,1.6623076923076923,0.0,23.919354838709676,3.0903225806451613,48739.200967741934,Forest,Strong,37.3386,-83.4707,no bloom
117,BHR,200809,25.833333333333332,23.36818181818182,1.6604545454545454,1507.747831268,22.416666666666668,1.0799999999999998,44608.36033333334,Forest,Strong,37.3386,-83.4707,bloom
118,BHR,200810,19.4,19.557142857142857,4.852857142857142,0.0,14.754838709677419,1.6709677419354838,40318.10064516129,Forest,Strong,37.3386,-83.4707,no bloom
119,BHR,200905,19.4,15.023529411764706,7.783529411764706,0.0,17.993548387096773,6.774193548387097,51100.27096774193,Forest,Strong,37.3386,-83.4707,no bloom
120,BHR,200906,26.4,19.362068965517242,5.153103448275862,0.0,22.81,3.95,52901.100666666665,Forest,Strong,37.3386,-83.4707,no bloom
121,BHR,200907,27.03333333333333,21.240000000000002,1.7965,0.0,22.174193548387095,6.103225806451612,51959.36096774194,Forest,Strong,37.3386,-83.4707,no bloom
122,BHR,200908,26.425,22.125,1.23375,0.0,22.816129032258065,3.7193548387096773,48768.38838709678,Forest,Strong,37.3386,-83.4707,no bloom
123,BHR,200909,24.65,23.23,0.11500000000000002,0.0,20.029999999999998,5.46,44642.14366666667,Forest,Strong,37.3386,-83.4707,no bloom
124,BHR,200910,19.5,16.811111111111114,6.516666666666667,0.0,13.506451612903225,4.232258064516128,40349.66032258065,Forest,Strong,37.3386,-83.4707,no bloom
125,BHR,201005,21.6,14.692,5.796,0.0,20.37741935483871,3.5870967741935487,51075.90129032258,Forest,Strong,37.3386,-83.4707,no bloom
126,BHR,201006,26.53333333333333,18.775000000000002,3.1908333333333334,0.0,26.52,1.8099999999999998,52896.72,Forest,Strong,37.3386,-83.4707,no bloom
127,BHR,201007,27.525,20.98888888888889,1.4455555555555555,0.0,26.103225806451615,4.687096774193549,51977.732903225806,Forest,Strong,37.3386,-83.4707,no bloom
128,BHR,201008,28.133333333333336,24.416666666666668,0.5750000000000001,0.0,25.75483870967742,3.429032258064516,48796.96806451613,Forest,Strong,37.3386,-83.4707,no bloom
129,BHR,201009,24.25,23.504545454545454,1.034,0.0,21.839999999999996,2.856666666666667,44677.69966666667,Forest,Strong,37.3386,-83.4707,no bloom
130,BHR,201010,20.9,20.3875,3.4325,0.0,15.564516129032258,1.3225806451612903,40381.50838709677,Forest,Strong,37.3386,-83.4707,no bloom
131,BHR,201208,27.85,24.75714285714286,1.3142857142857143,0.0,23.967741935483872,3.02258064516129,48733.87903225807,Forest,Strong,37.3386,-83.4707,no bloom
132,BHR,201407,27.4,25.17142857142857,2.5100000000000002,210.85514636991203,23.480645161290322,3.129032258064516,51974.227419354844,Forest,Strong,37.3386,-83.4707,bloom
133,BHR,201508,28.3,23.485714285714288,0.038571428571428576,0.0,23.64516129032258,2.096774193548387,48823.83,Forest,Strong,37.3386,-83.4707,no bloom
134,BHR,201509,26.85,23.253333333333334,0.662,1410.4517163110506,21.923333333333336,3.103333333333333,44707.435000000005,Forest,Strong,37.3386,-83.4707,bloom
135,BHR,201510,19.375,18.366666666666667,4.4383333333333335,0.0,15.119354838709677,2.8193548387096774,40413.09741935484,Forest,Strong,37.3386,-83.4707,no bloom
136,BHR,201605,23.875,15.64375,9.30625,0.0,17.306451612903224,4.119354838709677,51127.04129032258,Forest,Strong,37.3386,-83.4707,no bloom
137,BHR,201606,27.825,19.75,5.6292857142857144,0.0,24.186666666666667,2.48,52903.862,Forest,Strong,37.3386,-83.4707,no bloom
138,BHR,201607,29.725,22.72142857142857,4.292142857142857,0.0,25.425806451612903,7.293548387096774,51935.2664516129,Forest,Strong,37.3386,-83.4707,no bloom
139,BHR,201608,28.7,24.792857142857144,1.4757142857142858,0.0,25.44193548387097,3.616129032258064,48730.929354838714,Forest,Strong,37.3386,-83.4707,no bloom
140,BHR,201609,26.78333333333333,24.245454545454546,0.3645454545454545,6958.1436370676765,23.44333333333333,1.32,44599.88933333333,Forest,Strong,37.3386,-83.4707,bloom
141,BHR,201610,22.066666666666666,21.455000000000002,3.914,0.0,18.45483870967742,0.9483870967741935,40311.06483870968,Forest,Strong,37.3386,-83.4707,no bloom
142,BHR,201705,22.816666666666666,16.40434782608696,7.104782608695652,0.0,18.396774193548385,4.403225806451613,51103.99677419355,Forest,Strong,37.3386,-83.4707,no bloom
143,BHR,201706,26.073333333333334,20.5255,2.956,11851.75507686025,21.740000000000002,2.96,52899.58866666666,Forest,Strong,37.3386,-83.4707,bloom
144,BHR,201707,28.799999999999997,23.714285714285715,0.5678571428571428,0.0,24.53548387096774,3.064516129032258,51953.926451612904,Forest,Strong,37.3386,-83.4707,no bloom
145,BHR,201708,27.425,23.78666666666667,2.2486666666666664,0.0,22.322580645161292,3.774193548387097,48760.033548387095,Forest,Strong,37.3386,-83.4707,no bloom
146,BHR,201709,24.6,22.864285714285717,1.92,0.0,19.773333333333333,2.2800000000000002,44634.79433333334,Forest,Strong,37.3386,-83.4707,no bloom
147,BHR,201710,21.95,21.435714285714287,1.6035714285714284,0.0,15.829032258064515,4.377419354838709,40342.396451612905,Forest,Strong,37.3386,-83.4707,no bloom
148,BHR,201805,22.866666666666664,16.442857142857143,6.041428571428572,0.0,21.548387096774192,3.141935483870968,51079.669677419355,Forest,Strong,37.3386,-83.4707,no bloom
149,BHR,201806,27.4,23.80666666666667,2.3,0.0,24.41,3.353333333333333,52896.301,Forest,Strong,37.3386,-83.4707,no bloom
150,BHR,201807,27.825,23.099999999999998,0.7992857142857144,0.0,25.432258064516127,3.4129032258064513,51972.42838709678,Forest,Strong,37.3386,-83.4707,no bloom
151,BHR,201808,27.875,24.964285714285715,0.3,0.0,24.44516129032258,3.5612903225806454,48789.47548387097,Forest,Strong,37.3386,-83.4707,no bloom
152,BHR,201809,27.8975,24.46,0.40384615384615385,100719.90860729551,23.41,5.2266666666666675,44670.168,Forest,Strong,37.3386,-83.4707,bloom
153,BHR,201810,20.2,19.490000000000002,5.008,0.0,15.548387096774194,2.4516129032258065,40375.198387096774,Forest,Strong,37.3386,-83.4707,no bloom
154,BRR,198905,19.240000000000002,11.146031746031747,5.084126984126985,0.0,17.861290322580647,2.1516129032258067,50947.176129032254,Ag,Strong,36.892,-86.1225,no bloom
155,BRR,198906,26.0625,16.0,1.2282608695652173,0.0,22.773333333333333,6.510000000000001,52728.346666666665,Ag,Strong,36.892,-86.1225,no bloom
156,BRR,198907,27.830000000000002,19.605172413793102,0.960344827586207,0.0,24.97741935483871,4.625806451612903,51818.61129032258,Ag,Strong,36.892,-86.1225,no bloom
157,BRR,198908,27.5375,21.924390243902437,0.8512195121951219,0.0,24.580645161290324,3.7064516129032254,48696.152903225804,Ag,Strong,36.892,-86.1225,no bloom
158,BRR,198909,25.475,22.952272727272728,1.5,0.0,20.686666666666667,6.1899999999999995,44644.738,Ag,Strong,36.892,-86.1225,no bloom
159,BRR,198910,19.009999999999998,17.854901960784314,5.258823529411765,0.0,15.006451612903225,2.935483870967742,40427.760645161296,Ag,Strong,36.892,-86.1225,no bloom
160,BRR,199005,17.575,13.46,6.384444444444445,0.0,17.95483870967742,5.719354838709677,50925.22387096774,Ag,Strong,36.892,-86.1225,no bloom
161,BRR,199006,24.8625,16.599999999999998,3.4181818181818184,0.0,23.946666666666665,2.53,52723.47133333333,Ag,Strong,36.892,-86.1225,no bloom
162,BRR,199007,27.99,17.56851851851852,1.5018518518518518,0.0,25.596774193548388,2.8838709677419354,51835.45935483871,Ag,Strong,36.892,-86.1225,no bloom
163,BRR,199008,27.85,17.736363636363635,0.8409090909090909,0.0,25.141935483870967,2.3096774193548386,48724.565161290324,Ag,Strong,36.892,-86.1225,no bloom
164,BRR,199009,26.025,18.134883720930233,1.330232558139535,0.0,22.66,2.5366666666666666,44678.00633333333,Ag,Strong,36.892,-86.1225,no bloom
165,BRR,199010,19.97,18.487755102040815,3.995918367346939,0.0,15.216129032258063,2.4741935483870967,40459.09741935484,Ag,Strong,36.892,-86.1225,no bloom
166,BRR,199105,22.9,14.628571428571428,4.352380952380953,0.0,21.551612903225806,5.693548387096774,50901.16387096774,Ag,Strong,36.892,-86.1225,no bloom
167,BRR,199106,26.975,16.625,3.186363636363636,0.0,23.986666666666668,2.966666666666667,52718.938,Ag,Strong,36.892,-86.1225,no bloom
168,BRR,199107,28.7,18.14186046511628,1.7813953488372092,0.0,26.39032258064516,2.0935483870967744,51853.474516129034,Ag,Strong,36.892,-86.1225,no bloom
169,BRR,199108,28.0375,19.061363636363637,1.643181818181818,0.0,25.07741935483871,3.1451612903225805,48752.88580645161,Ag,Strong,36.892,-86.1225,no bloom
170,BRR,199109,26.01,19.990384615384617,1.7813953488372092,0.0,21.84333333333333,1.7966666666666666,44713.2,Ag,Strong,36.892,-86.1225,no bloom
171,BRR,199110,18.0875,18.325641025641026,1.7813953488372092,0.0,16.348387096774193,1.7580645161290323,40490.46064516129,Ag,Strong,36.892,-86.1225,no bloom
172,BRR,199205,19.75,12.874074074074075,5.537037037037037,0.0,18.003225806451614,4.067741935483871,50971.810645161284,Ag,Strong,36.892,-86.1225,no bloom
173,BRR,199206,24.0875,16.586363636363636,1.7,0.0,21.89333333333333,3.5633333333333335,52731.457,Ag,Strong,36.892,-86.1225,no bloom
174,BRR,199207,27.6375,20.981818181818184,0.46060606060606063,957.4480795826927,25.309677419354838,5.074193548387097,51798.906129032264,Ag,Strong,36.892,-86.1225,bloom
175,BRR,199208,26.18,21.178181818181816,0.9763636363636364,908.2296131431507,22.603225806451615,3.196774193548387,48660.58580645161,Ag,Strong,36.892,-86.1225,bloom
176,BRR,199209,22.95,22.336363636363636,2.2545454545454544,761.2663897842127,20.666666666666668,4.45,44607.752,Ag,Strong,36.892,-86.1225,bloom
177,BRR,199210,20.55,20.477272727272727,3.127272727272727,0.0,14.809677419354838,1.238709677419355,40389.92548387097,Ag,Strong,36.892,-86.1225,no bloom
178,BRR,199305,21.5375,13.488095238095237,5.916666666666667,0.0,18.980645161290322,3.583870967741935,50949.49580645161,Ag,Strong,36.892,-86.1225,no bloom
179,BRR,199306,26.833333333333332,15.80909090909091,2.4454545454545453,287.67857142857144,23.85,3.0633333333333335,52727.062333333335,Ag,Strong,36.892,-86.1225,bloom
180,BRR,199307,29.8,17.493023255813956,1.5976744186046512,431.9800714285714,28.0258064516129,0.9838709677419355,51814.857741935484,Ag,Strong,36.892,-86.1225,bloom
181,BRR,199308,28.660000000000004,18.976,1.034,658.125,25.887096774193548,3.5677419354838706,48690.96290322581,Ag,Strong,36.892,-86.1225,bloom
182,BRR,199309,25.3125,19.7025,1.7150000000000003,0.0,20.476666666666667,4.046666666666667,44639.79566666667,Ag,Strong,36.892,-86.1225,no bloom
183,BRR,199310,19.375,19.266666666666666,3.788888888888889,0.0,14.290322580645162,3.3806451612903223,40423.289032258064,Ag,Strong,36.892,-86.1225,no bloom
184,BRR,199405,20.125,13.628070175438596,3.8403508771929826,0.0,17.835483870967742,2.541935483870968,50926.903225806454,Ag,Strong,36.892,-86.1225,no bloom
185,BRR,199406,26.987499999999997,16.361702127659573,0.7851063829787234,0.0,25.246666666666666,3.1333333333333333,52722.05333333334,Ag,Strong,36.892,-86.1225,no bloom
186,BRR,199407,27.900000000000002,20.09090909090909,0.5545454545454546,0.0,24.84193548387097,5.84516129032258,51832.294516129026,Ag,Strong,36.892,-86.1225,no bloom
187,BRR,199408,27.325,21.955555555555556,0.51,0.0,24.68064516129032,2.6516129032258067,48720.02483870968,Ag,Strong,36.892,-86.1225,no bloom
188,BRR,199505,20.2875,14.85,2.5977272727272727,0.0,19.322580645161292,5.590322580645162,50903.16032258065,Ag,Strong,36.892,-86.1225,no bloom
189,BRR,199506,26.125,18.269565217391303,0.7565217391304347,170.66707095179999,23.33,3.3333333333333335,52717.899,Ag,Strong,36.892,-86.1225,bloom
