,density_cells/ml,m_avg_dissolved_oxygen,temp_diff,temperature,precipitation_sum,daylight_duration
0,-0.20614504467388362,2.9646491009988796,-0.31691961605679825,-1.268433745091779,0.5138430701880525,0.9214405346380977
1,-0.22647961547469841,-0.45780041059744914,0.7372016262540114,1.7000442624322674,-0.45513383243921507,0.6368568792394783
2,-0.22792716448116132,-0.2076813517227844,0.14040079075389064,0.44559265577716184,-0.6432378603260415,0.6414795383257029
3,-0.22508917738983222,2.845101871830016,-0.20655818629157588,-1.280548386775989,1.879446158111732,0.9179830395209134
4,-0.22792589292069113,2.287582245107403,0.38738452113778743,-0.844421286144492,0.5960782926360116,0.9193643937025296
5,-0.22694544888735207,-0.04006602032526006,0.4039113135054828,0.7152411319740525,-0.10545326777780678,0.6405499786768475
6,-0.2277122241306366,0.6204379588451819,-1.060546121298659,0.06749859676195283,0.17670277405243298,0.6384319064112521
7,-0.22675103245811984,-0.6063071200563023,-0.7088314955772543,-0.6399867077234789,0.15749043958023135,-1.5737213504947538
8,-0.09933917490170643,-0.803764316935762,-0.9810283223308579,0.050547868276386604,-1.1757169546518271,-1.6064603477102446
9,0.07131400288946425,0.9165030590562543,-0.2072188630808509,-0.7232748693024104,0.05033545275410344,0.9201299072517916
10,1.5944770132808843,-0.7776756051043118,-0.749750609272827,0.03540456617112722,1.744879430469618,-1.5850661517038205
11,-0.21463302622953398,2.9646491009988796,-0.31691961605679825,-1.268433745091779,0.5138430701880525,0.9214405346380977
12,-0.2191736719627291,-0.45780041059744914,0.7372016262540114,1.7000442624322674,-0.45513383243921507,0.6368568792394783
13,-0.22767730573548048,-0.9147875062536833,0.3452337560990963,1.3761729948262185,-0.6311799098204757,-0.31447730668040813
14,-0.22789039908226102,-0.2076813517227844,0.14040079075389064,0.44559265577716184,-0.6432378603260415,0.6414795383257029
15,-0.22709895859567333,-0.24615291743508738,0.5914653662843311,1.2897096247413433,-0.8120491674039627,0.647086847168853
16,-0.22776300219384873,0.021465274216709795,-0.18293107018333385,-0.06879112218538973,0.32380977022033575,0.6301249858729099
17,-0.22794107707574632,-0.5118133456274613,-0.1429498667966007,0.3005100517364407,1.4476107573390686,0.6354687263558756
18,-0.22785314098262405,0.8178638644003148,0.7964396351110605,0.913081046575034,-0.25014867384459627,0.6412633022865344
19,-0.22784985166457988,2.845101871830016,-0.20655818629157588,-1.280548386775989,1.879446158111732,0.9179830395209134
20,-0.22791868888573055,0.34316415854402227,-0.06773791483413932,0.011810324503899631,1.0931070124754336,0.6467387287497546
21,-0.227516791509746,0.22498905817888712,0.005125934707196951,0.149565524300137,0.4033922435570704,-0.3166245442973388
22,-0.2277049715504195,2.414973058031877,0.5260259460001222,-0.6157574243550635,0.9324951117412973,0.9219238513182595
23,-0.2271278679241878,-0.5080613020490407,-0.4148994328006829,-0.48352220242300153,-0.7541710049772469,-0.34495313482575385
24,-0.2256952782824841,-0.6853969001895612,-0.33015371415966566,1.2105736589009521,-0.01140125383439342,-0.3356272927876753
25,-0.22787434943443202,-0.04006602032526006,0.4039113135054828,0.7152411319740525,-0.10545326777780678,0.6405499786768475
26,-0.22520668056904852,0.29611296117642205,-0.9861755556440277,0.11263540690795365,-1.1084335908307699,-1.5708297712132337
27,-0.2240685446355349,0.056490066168363134,-0.999725299554918,-0.4158658365656277,-1.3551392581746464,-1.603881610193352
28,-0.22434523440388313,0.6204379588451819,-1.060546121298659,0.06749859676195283,0.17670277405243298,0.6384319064112521
29,-0.22672967795536242,-0.6063071200563023,-0.7088314955772543,-0.6399867077234789,0.15749043958023135,-1.5737213504947538
30,-0.20001730217281477,-0.803764316935762,-0.9810283223308579,0.050547868276386604,-1.1757169546518271,-1.6064603477102446
31,-0.21604469147463104,0.9165030590562543,-0.2072188630808509,-0.7232748693024104,0.05033545275410344,0.9201299072517916
